Тип квартиры,Станция метро,Минут до метро,Регион,Количество комнат,Площадь,Кухня площадь,Этаж,Количество этажей,Ремонт,Цена
Новостройка,красногвардейская,5.0,Московская область,4.0,104.0,15.2,17.0,20.0,Косметический,16047200.0
Новостройка,красногвардейская,5.0,Московская область,1.0,42.2,10.1,4.0,20.0,Косметический,5912220.0
Новостройка,красногвардейская,5.0,Московская область,1.0,41.9,10.1,8.0,20.0,Косметический,5920470.0
Новостройка,красногвардейская,12.0,Московская область,2.0,54.83,13.6,7.0,20.0,Косметический,6645700.0
Новостройка,красногвардейская,12.0,Московская область,1.0,36.5,14.5,10.0,20.0,Косметический,4800000.0
Новостройка,котельники,12.0,Московская область,1.0,40.4,8.1,9.0,17.0,Косметический,3500000.0
Новостройка,депо,19.0,Москва,2.0,63.25,11.9,25.0,11.0,Косметический,11068750.0
Новостройка,красногвардейская,5.0,Московская область,1.0,41.9,10.1,11.0,20.0,Косметический,6230530.0
Новостройка,красногвардейская,5.0,Московская область,1.0,41.9,10.1,8.0,20.0,Косметический,5920470.0
Новостройка,красногвардейская,5.0,Московская область,2.0,60.6,11.7,15.0,20.0,Косметический,8271900.0
Новостройка,красногвардейская,5.0,Московская область,1.0,42.2,10.1,4.0,20.0,Косметический,5912220.0
Новостройка,москворечье,10.0,Москва,1.0,40.84,10.0,24.0,30.0,Косметический,9543200.0
Новостройка,депо,14.0,Москва,1.0,43.1,16.6,14.0,11.0,Косметический,9089790.0
Новостройка,перерва,4.0,Москва,0.0,25.2,6.5,25.0,23.0,Косметический,6254640.0
Новостройка,красногвардейская,12.0,Московская область,2.0,55.02,13.6,12.0,20.0,Косметический,6762630.0
Новостройка,жулебино,13.0,Московская область,1.0,36.58,14.6,14.0,14.0,Косметический,5288193.0
Новостройка,жулебино,13.0,Московская область,3.0,53.39,7.6,14.0,14.0,Косметический,6548774.0
Новостройка,жулебино,14.0,Московская область,1.0,31.67,9.8,11.0,14.0,Косметический,4594881.0
Новостройка,красногвардейская,11.0,Московская область,2.0,35.68,5.0,11.0,20.0,Косметический,4588901.0
Новостройка,красногвардейская,12.0,Московская область,1.0,36.44,12.5,7.0,20.0,Косметический,5178609.0
Новостройка,красногвардейская,11.0,Московская область,2.0,50.81,10.1,15.0,20.0,Косметический,6117743.0
Новостройка,красногвардейская,11.0,Московская область,0.0,21.36,8.4,2.0,20.0,Косметический,3260608.0
Новостройка,красногвардейская,12.0,Московская область,1.0,32.69,9.6,8.0,20.0,Косметический,5039706.0
Новостройка,красногвардейская,12.0,Московская область,1.0,32.69,9.6,12.0,20.0,Косметический,4777075.0
Новостройка,алма-атинская,12.0,Московская область,0.0,26.6,8.8,17.0,16.0,Косметический,3355000.0
Новостройка,алма-атинская,12.0,Московская область,0.0,23.43,8.6,17.0,16.0,Косметический,2958750.0
Новостройка,лермонтовский проспект,15.0,Московская область,0.0,22.02,2.2,10.0,16.0,Косметический,4300000.0
Новостройка,красногвардейская,5.0,Московская область,2.0,56.7,11.3,12.0,20.0,Косметический,7361928.0
Новостройка,красногвардейская,12.0,Московская область,1.0,34.44,14.4,12.0,20.0,Косметический,5225531.0
Новостройка,аннино,15.0,Московская область,0.0,24.4,8.7,4.0,22.0,Косметический,3499000.0
Новостройка,царицыно,3.0,Москва,2.0,56.3,11.0,4.0,13.0,Косметический,11500000.0
Новостройка,жулебино,6.0,Московская область,1.0,29.9,7.8,17.0,14.0,Косметический,4225653.0
Новостройка,братиславская,13.0,Москва,0.0,19.8,6.0,2.0,16.0,Косметический,6100000.0
Новостройка,зябликово,8.0,Московская область,2.0,69.5,10.6,8.0,14.0,Косметический,10696050.0
Новостройка,домодедовская,8.0,Московская область,3.0,85.91,12.6,1.0,15.0,Косметический,11256411.0
Новостройка,зябликово,5.0,Москва,1.0,41.2,17.8,22.0,14.0,Косметический,14000000.0
Новостройка,жулебино,9.0,Московская область,3.0,83.7,14.1,8.0,14.0,Косметический,11230000.0
Новостройка,каширская,4.0,Москва,3.0,74.72,12.8,2.0,10.0,Евроремонт,17697207.0
Новостройка,каширская,4.0,Москва,2.0,62.94,11.8,2.0,10.0,Косметический,15810653.0
Новостройка,каширская,4.0,Москва,3.0,70.04,12.4,2.0,10.0,Косметический,17361165.0
Новостройка,каширская,6.0,Москва,4.0,87.08,13.8,2.0,10.0,Евроремонт,20467892.0
Новостройка,каширская,6.0,Москва,3.0,65.85,12.1,2.0,10.0,Косметический,16163606.0
Новостройка,каширская,6.0,Москва,4.0,86.68,13.8,4.0,10.0,Евроремонт,20508748.0
Новостройка,каширская,6.0,Москва,1.0,41.12,10.0,4.0,10.0,Косметический,11615372.0
Новостройка,каширская,6.0,Москва,3.0,65.42,12.1,8.0,10.0,Косметический,16360102.0
Новостройка,каширская,6.0,Москва,2.0,60.86,11.7,3.0,10.0,Косметический,15595253.0
Новостройка,каширская,6.0,Москва,2.0,45.88,10.4,3.0,10.0,Косметический,12472982.0
Новостройка,каширская,6.0,Москва,2.0,60.86,11.7,4.0,10.0,Косметический,15642115.0
Новостройка,каширская,6.0,Москва,2.0,60.86,11.7,5.0,10.0,Косметический,15688977.0
Новостройка,каширская,6.0,Москва,2.0,60.86,11.7,7.0,10.0,Косметический,15782580.0
Новостройка,каширская,6.0,Москва,3.0,68.6,12.3,7.0,10.0,Косметический,17102597.0
Новостройка,каширская,6.0,Москва,3.0,74.35,12.8,10.0,10.0,Евроремонт,19048544.0
Новостройка,каширская,6.0,Москва,2.0,41.47,10.1,2.0,10.0,Косметический,11478771.0
Новостройка,каширская,6.0,Москва,2.0,44.68,10.3,2.0,10.0,Косметический,12367289.0
Новостройка,каширская,6.0,Москва,2.0,44.24,10.3,4.0,10.0,Косметический,12315088.0
Новостройка,каширская,6.0,Москва,2.0,63.68,11.9,5.0,10.0,Косметический,15613571.0
Новостройка,каширская,6.0,Москва,2.0,63.68,11.9,6.0,10.0,Косметический,15662605.0
Новостройка,каширская,6.0,Москва,2.0,44.24,10.3,11.0,10.0,Косметический,12946747.0
Новостройка,каширская,6.0,Москва,3.0,63.32,11.9,7.0,10.0,Косметический,15769466.0
Новостройка,каширская,6.0,Москва,3.0,63.32,11.9,8.0,10.0,Косметический,15818222.0
Новостройка,каширская,6.0,Москва,3.0,63.32,11.9,4.0,10.0,Косметический,16066436.0
Новостройка,каширская,6.0,Москва,3.0,63.95,11.9,3.0,10.0,Косметический,16505622.0
Новостройка,каширская,6.0,Москва,2.0,42.41,10.1,7.0,10.0,Косметический,11789725.0
Новостройка,каширская,6.0,Москва,3.0,84.66,13.6,5.0,10.0,Евроремонт,21156195.0
Новостройка,каширская,6.0,Москва,4.0,77.17,13.0,6.0,10.0,Евроремонт,20511708.0
Новостройка,каширская,6.0,Москва,3.0,65.15,12.0,7.0,10.0,Евроремонт,18292165.0
Новостройка,каширская,6.0,Москва,3.0,84.66,13.6,8.0,10.0,Евроремонт,21350828.0
Новостройка,братиславская,5.0,Москва,2.0,50.6,17.1,1.0,16.0,Косметический,10211080.0
Новостройка,братиславская,5.0,Москва,1.0,32.1,14.5,2.0,16.0,Косметический,7684740.0
Новостройка,братиславская,5.0,Москва,1.0,35.6,17.0,25.0,16.0,Косметический,8376680.0
Новостройка,братиславская,5.0,Москва,0.0,21.5,5.6,17.0,16.0,Косметический,6247900.0
Новостройка,братиславская,5.0,Москва,0.0,23.2,6.0,20.0,16.0,Косметический,5925280.0
Новостройка,братиславская,5.0,Москва,0.0,26.9,6.9,13.0,16.0,Косметический,6692720.0
Новостройка,братиславская,5.0,Москва,0.0,21.5,5.6,5.0,16.0,Косметический,6166200.0
Новостройка,братиславская,5.0,Москва,1.0,33.9,10.5,9.0,16.0,Косметический,8203800.0
Новостройка,братиславская,5.0,Москва,1.0,42.9,16.6,20.0,16.0,Косметический,7739160.0
Новостройка,братиславская,5.0,Москва,1.0,32.1,14.5,14.0,16.0,Косметический,7675110.0
Новостройка,перерва,4.0,Москва,2.0,59.1,10.5,8.0,23.0,Косметический,12623760.0
Новостройка,перерва,4.0,Москва,1.0,41.2,18.8,5.0,23.0,Косметический,9780880.0
Новостройка,перерва,4.0,Москва,1.0,41.2,18.8,8.0,23.0,Косметический,8565480.0
Новостройка,котельники,3.0,Московская область,2.0,51.0,10.5,4.0,17.0,Косметический,7670400.0
Новостройка,котельники,3.0,Московская область,2.0,61.8,21.4,2.0,17.0,Косметический,7348020.0
Новостройка,котельники,3.0,Московская область,2.0,37.7,5.9,9.0,17.0,Косметический,7136610.0
Новостройка,котельники,3.0,Московская область,2.0,60.0,10.5,11.0,17.0,Косметический,8886000.0
Новостройка,котельники,3.0,Московская область,1.0,35.8,17.0,13.0,17.0,Косметический,7206540.0
Новостройка,котельники,3.0,Московская область,0.0,23.4,6.0,24.0,17.0,Косметический,5386680.0
Новостройка,котельники,3.0,Московская область,3.0,64.8,12.6,21.0,17.0,Косметический,8579520.0
Новостройка,котельники,3.0,Московская область,3.0,64.8,12.6,12.0,17.0,Косметический,8631360.0
Новостройка,котельники,3.0,Московская область,2.0,37.7,5.9,8.0,17.0,Косметический,5605990.0
Новостройка,котельники,3.0,Московская область,3.0,83.7,14.1,2.0,17.0,Косметический,12621960.0
Новостройка,котельники,3.0,Московская область,2.0,35.8,17.0,7.0,17.0,Косметический,6039460.0
Новостройка,котельники,3.0,Московская область,3.0,89.2,21.5,7.0,17.0,Косметический,12496920.0
Новостройка,котельники,3.0,Московская область,3.0,61.7,4.2,8.0,17.0,Косметический,10273050.0
Новостройка,котельники,3.0,Московская область,1.0,39.4,19.6,9.0,17.0,Косметический,6839840.0
Новостройка,котельники,3.0,Московская область,2.0,59.9,21.4,15.0,17.0,Косметический,8715450.0
Новостройка,котельники,7.0,Московская область,3.0,80.0,17.0,13.0,17.0,Косметический,8696000.0
Новостройка,котельники,7.0,Московская область,2.0,56.3,18.8,10.0,17.0,Косметический,7679320.0
Новостройка,котельники,7.0,Московская область,2.0,59.1,10.5,11.0,17.0,Косметический,7984410.0
Новостройка,котельники,7.0,Московская область,1.0,39.4,16.9,13.0,17.0,Косметический,6694060.0
Новостройка,котельники,7.0,Московская область,1.0,33.7,10.7,8.0,17.0,Косметический,6274940.0
Новостройка,котельники,7.0,Московская область,2.0,59.1,10.5,8.0,17.0,Косметический,9190050.0
Новостройка,котельники,7.0,Московская область,2.0,54.6,10.5,6.0,17.0,Косметический,8796060.0
Новостройка,котельники,7.0,Московская область,1.0,35.8,17.0,21.0,17.0,Косметический,6186240.0
Новостройка,котельники,7.0,Московская область,2.0,72.1,21.5,4.0,17.0,Косметический,9409050.0
Новостройка,котельники,7.0,Московская область,3.0,76.1,8.8,5.0,17.0,Косметический,9908220.0
Новостройка,котельники,7.0,Московская область,2.0,54.0,19.0,15.0,17.0,Косметический,8807400.0
Новостройка,котельники,7.0,Московская область,2.0,56.0,10.5,23.0,17.0,Косметический,7481600.0
Новостройка,котельники,7.0,Московская область,1.0,35.8,16.9,9.0,17.0,Косметический,7238760.0
Новостройка,котельники,7.0,Московская область,1.0,44.7,10.5,7.0,17.0,Косметический,7961070.0
Новостройка,котельники,7.0,Московская область,1.0,39.4,19.6,6.0,17.0,Косметический,7576620.0
Новостройка,котельники,7.0,Московская область,2.0,61.8,21.4,4.0,17.0,Косметический,9869460.0
Новостройка,котельники,7.0,Московская область,1.0,44.7,10.5,4.0,17.0,Косметический,7961070.0
Новостройка,котельники,7.0,Московская область,1.0,44.7,10.5,11.0,17.0,Косметический,6642420.0
Новостройка,котельники,7.0,Московская область,2.0,61.8,21.4,14.0,17.0,Косметический,9572820.0
Новостройка,котельники,7.0,Московская область,2.0,59.1,10.5,5.0,17.0,Косметический,8067150.0
Новостройка,котельники,17.0,Московская область,2.0,56.2,21.4,18.0,17.0,Косметический,9941780.0
Новостройка,котельники,17.0,Московская область,2.0,59.8,21.4,9.0,17.0,Косметический,9239100.0
Новостройка,котельники,17.0,Московская область,3.0,79.6,17.0,15.0,17.0,Косметический,11151960.0
Новостройка,котельники,17.0,Московская область,2.0,59.1,10.5,15.0,17.0,Косметический,9432360.0
Новостройка,котельники,17.0,Московская область,2.0,54.0,11.6,11.0,17.0,Косметический,8818200.0
Новостройка,котельники,17.0,Московская область,3.0,80.2,17.0,11.0,17.0,Косметический,11452560.0
Новостройка,котельники,17.0,Московская область,2.0,50.7,10.4,17.0,17.0,Косметический,8831940.0
Новостройка,котельники,17.0,Московская область,2.0,52.6,19.6,19.0,17.0,Косметический,8878880.0
Новостройка,котельники,17.0,Московская область,1.0,35.7,17.0,9.0,17.0,Косметический,7464870.0
Новостройка,котельники,17.0,Московская область,3.0,79.6,17.0,11.0,17.0,Косметический,12568840.0
Новостройка,котельники,17.0,Московская область,1.0,39.4,19.5,12.0,17.0,Косметический,7647540.0
Новостройка,котельники,17.0,Московская область,3.0,79.6,17.0,8.0,17.0,Косметический,11645480.0
Новостройка,котельники,17.0,Московская область,2.0,59.1,10.5,7.0,17.0,Косметический,9869700.0
Новостройка,зябликово,9.0,Московская область,1.0,36.2,12.7,10.0,14.0,Косметический,5669734.0
Новостройка,зябликово,7.0,Московская область,1.0,34.7,9.8,10.0,14.0,Косметический,6074096.0
Новостройка,каширская,4.0,Москва,1.0,31.79,9.3,2.0,10.0,Косметический,9235376.0
Новостройка,каширская,4.0,Москва,1.0,31.4,9.2,2.0,10.0,Косметический,9124274.0
Новостройка,каширская,4.0,Москва,3.0,70.53,12.5,6.0,10.0,Евроремонт,18695104.0
Новостройка,каширская,4.0,Москва,3.0,71.37,12.5,9.0,10.0,Евроремонт,19088406.0
Новостройка,каширская,4.0,Москва,1.0,31.53,9.2,10.0,10.0,Косметический,9381467.0
Новостройка,каширская,4.0,Москва,1.0,31.53,9.2,11.0,10.0,Косметический,9405493.0
Новостройка,каширская,4.0,Москва,3.0,71.37,12.5,13.0,10.0,Евроремонт,19316147.0
Новостройка,каширская,4.0,Москва,3.0,70.76,12.5,14.0,10.0,Евроремонт,19210349.0
Новостройка,каширская,4.0,Москва,3.0,71.37,12.5,17.0,10.0,Евроремонт,19543746.0
Новостройка,каширская,4.0,Москва,2.0,45.88,10.4,18.0,10.0,Косметический,13195409.0
Новостройка,каширская,4.0,Москва,1.0,31.53,9.2,18.0,10.0,Косметический,9573800.0
Новостройка,каширская,4.0,Москва,2.0,45.88,10.4,19.0,10.0,Косметический,13231700.0
Новостройка,каширская,4.0,Москва,1.0,31.14,9.2,19.0,10.0,Косметический,9460456.0
Новостройка,депо,13.0,Москва,1.0,35.7,16.4,19.0,11.0,Косметический,8082480.0
Новостройка,депо,14.0,Москва,0.0,26.9,6.9,16.0,11.0,Косметический,6316120.0
Новостройка,депо,14.0,Москва,1.0,35.6,17.0,4.0,11.0,Косметический,7365640.0
Новостройка,депо,14.0,Москва,2.0,32.1,4.4,12.0,11.0,Косметический,6795570.0
Новостройка,депо,13.0,Москва,1.0,33.9,10.5,11.0,11.0,Косметический,8091930.0
Новостройка,депо,14.0,Москва,0.0,21.5,5.6,2.0,11.0,Косметический,4960050.0
Новостройка,депо,13.0,Москва,1.0,32.1,14.5,9.0,11.0,Косметический,8272170.0
Новостройка,жулебино,8.0,Московская область,0.0,23.43,2.0,15.0,14.0,Косметический,4100000.0
Новостройка,домодедовская,8.0,Московская область,3.0,68.65,6.0,3.0,15.0,Косметический,9535485.0
Новостройка,каширская,4.0,Москва,2.0,44.79,10.3,8.0,10.0,Косметический,12491169.0
Новостройка,каширская,4.0,Москва,2.0,45.27,10.4,18.0,10.0,Косметический,13484801.0
Новостройка,котельники,12.0,Московская область,1.0,40.06,8.8,5.0,17.0,Косметический,5422100.0
Новостройка,котельники,8.0,Московская область,3.0,89.2,21.5,15.0,17.0,Косметический,12800200.0
Новостройка,перерва,4.0,Москва,2.0,59.1,10.5,18.0,23.0,Косметический,11985480.0
Новостройка,зябликово,8.0,Московская область,2.0,47.4,6.7,9.0,14.0,Косметический,7300000.0
Новостройка,зябликово,7.0,Московская область,1.0,35.1,9.1,8.0,14.0,Косметический,5628987.0
Новостройка,зябликово,7.0,Московская область,3.0,68.4,6.5,12.0,14.0,Косметический,9445219.0
Новостройка,зябликово,7.0,Московская область,3.0,78.3,11.5,12.0,14.0,Косметический,10401215.0
Новостройка,зябликово,7.0,Московская область,3.0,68.4,6.5,7.0,14.0,Косметический,9252782.0
Новостройка,зябликово,7.0,Московская область,2.0,44.2,5.8,14.0,14.0,Косметический,7022258.0
Новостройка,зябликово,7.0,Московская область,2.0,44.2,5.8,2.0,14.0,Косметический,6267206.0
Новостройка,зябликово,7.0,Московская область,2.0,44.2,5.8,5.0,14.0,Косметический,6738864.0
Новостройка,котельники,12.0,Московская область,1.0,39.2,19.6,4.0,17.0,Косметический,7800000.0
Новостройка,красногвардейская,12.0,Московская область,3.0,72.19,10.3,6.0,20.0,Косметический,8065258.0
Новостройка,жулебино,13.0,Московская область,0.0,29.65,9.1,8.0,14.0,Косметический,4223959.0
Новостройка,котельники,7.0,Московская область,0.0,19.8,5.1,15.0,17.0,Косметический,4090680.0
Новостройка,котельники,7.0,Московская область,0.0,19.8,5.1,8.0,17.0,Косметический,4561920.0
Новостройка,братиславская,5.0,Москва,2.0,59.7,21.0,18.0,16.0,Косметический,11199720.0
Новостройка,братиславская,5.0,Москва,1.0,42.9,16.6,11.0,16.0,Косметический,9051900.0
Новостройка,братиславская,5.0,Москва,2.0,54.3,19.4,20.0,16.0,Косметический,11050050.0
Новостройка,зябликово,9.0,Московская область,1.0,36.2,12.7,7.0,14.0,Косметический,5463000.0
Новостройка,зябликово,9.0,Московская область,2.0,41.9,5.1,7.0,14.0,Косметический,6132190.0
Новостройка,зябликово,7.0,Московская область,0.0,22.1,5.6,5.0,14.0,Косметический,4034752.0
Новостройка,зябликово,7.0,Московская область,1.0,34.7,9.8,2.0,14.0,Косметический,5044263.0
Новостройка,зябликово,7.0,Московская область,1.0,36.2,12.7,8.0,14.0,Косметический,5582764.0
Новостройка,братиславская,17.0,Москва,2.0,65.6,11.3,25.0,16.0,Косметический,14050000.0
Новостройка,зябликово,9.0,Московская область,0.0,24.0,5.2,2.0,14.0,Косметический,3698808.0
Новостройка,зябликово,7.0,Московская область,3.0,60.7,6.5,2.0,14.0,Косметический,8235958.0
Новостройка,улица старокачаловская,8.0,Московская область,2.0,51.3,11.1,7.0,14.0,Косметический,6850000.0
Новостройка,депо,14.0,Москва,2.0,59.8,21.0,22.0,11.0,Косметический,11128780.0
Новостройка,жулебино,6.0,Московская область,2.0,39.5,4.5,6.0,14.0,Косметический,7450000.0
Новостройка,каширская,4.0,Москва,1.0,31.14,9.2,13.0,10.0,Косметический,9319610.0
Новостройка,бутово,7.0,Московская область,1.0,19.74,5.0,9.0,15.0,Косметический,4600000.0
Новостройка,братиславская,5.0,Москва,1.0,42.9,16.6,8.0,16.0,Косметический,8661510.0
Новостройка,красногвардейская,12.0,Московская область,3.0,74.2,12.2,10.0,20.0,Косметический,8800000.0
Новостройка,красногвардейская,12.0,Московская область,1.0,32.69,9.6,10.0,20.0,Косметический,5063701.0
Новостройка,жулебино,14.0,Московская область,0.0,21.39,4.6,11.0,14.0,Косметический,3470331.0
Новостройка,котельники,8.0,Московская область,0.0,18.0,6.0,12.0,17.0,Косметический,3700000.0
Новостройка,братиславская,10.0,Московская область,1.0,41.0,15.0,10.0,16.0,Косметический,6500000.0
Новостройка,алма-атинская,12.0,Московская область,2.0,52.04,10.9,17.0,16.0,Косметический,5417702.0
Новостройка,алма-атинская,12.0,Московская область,2.0,52.27,11.0,6.0,16.0,Косметический,5281567.0
Новостройка,алма-атинская,12.0,Московская область,2.0,52.27,11.0,6.0,16.0,Косметический,5388198.0
Новостройка,алма-атинская,12.0,Московская область,2.0,52.19,11.0,9.0,16.0,Косметический,5273530.0
Новостройка,алма-атинская,12.0,Московская область,2.0,52.19,11.0,11.0,16.0,Косметический,5379997.0
Новостройка,алма-атинская,12.0,Московская область,2.0,47.68,10.6,11.0,16.0,Косметический,4820410.0
Новостройка,алма-атинская,12.0,Московская область,0.0,23.43,8.6,17.0,16.0,Косметический,2958750.0
Новостройка,алма-атинская,12.0,Московская область,2.0,47.71,10.6,5.0,16.0,Косметический,4823424.0
Новостройка,алма-атинская,12.0,Московская область,2.0,47.68,10.6,8.0,16.0,Косметический,4820410.0
Новостройка,алма-атинская,12.0,Московская область,2.0,47.5,10.6,14.0,16.0,Косметический,4802325.0
Новостройка,красногвардейская,16.0,Московская область,3.0,52.88,5.7,15.0,20.0,Косметический,6375974.0
Новостройка,красногвардейская,16.0,Московская область,2.0,33.88,9.4,17.0,20.0,Косметический,4947497.0
Новостройка,красногвардейская,16.0,Московская область,3.0,57.68,4.6,13.0,20.0,Косметический,6749934.0
Новостройка,красногвардейская,16.0,Московская область,3.0,52.88,5.7,10.0,20.0,Косметический,6256835.0
Новостройка,красногвардейская,16.0,Московская область,2.0,49.13,9.5,16.0,20.0,Косметический,6035509.0
Новостройка,красногвардейская,17.0,Московская область,2.0,37.66,3.4,2.0,20.0,Косметический,5172070.0
Новостройка,красногвардейская,17.0,Московская область,3.0,61.68,5.8,9.0,20.0,Косметический,7293411.0
Новостройка,алма-атинская,12.0,Московская область,2.0,47.68,10.6,11.0,16.0,Косметический,4917677.0
Новостройка,аннино,7.0,Москва,3.0,111.1,18.5,8.0,22.0,Евроремонт,20109100.0
Новостройка,аннино,7.0,Москва,2.0,81.5,10.3,8.0,22.0,Косметический,14466250.0
Новостройка,аннино,7.0,Москва,2.0,81.3,10.5,8.0,22.0,Косметический,14552700.0
Новостройка,аннино,7.0,Москва,2.0,81.6,10.4,8.0,22.0,Косметический,14647200.0
Новостройка,аннино,7.0,Москва,2.0,80.9,10.2,11.0,22.0,Косметический,13712550.0
Новостройка,аннино,7.0,Москва,2.0,85.9,11.4,4.0,22.0,Косметический,14259400.0
Новостройка,аннино,7.0,Москва,3.0,86.9,10.2,9.0,22.0,Косметический,14642650.0
Новостройка,аннино,7.0,Москва,2.0,85.1,11.5,8.0,22.0,Косметический,14296800.0
Новостройка,аннино,7.0,Москва,2.0,84.9,11.5,9.0,22.0,Косметический,14305650.0
Новостройка,аннино,7.0,Москва,2.0,81.5,10.4,8.0,22.0,Косметический,14588500.0
Новостройка,аннино,7.0,Москва,2.0,79.5,9.9,5.0,22.0,Косметический,13236750.0
Новостройка,аннино,7.0,Москва,2.0,75.1,10.7,10.0,22.0,Косметический,12691900.0
Новостройка,аннино,7.0,Москва,2.0,75.6,11.4,3.0,22.0,Косметический,12511800.0
Новостройка,аннино,7.0,Москва,2.0,85.0,11.4,2.0,22.0,Косметический,14025000.0
Новостройка,аннино,7.0,Москва,2.0,75.7,10.5,3.0,22.0,Косметический,12528350.0
Новостройка,аннино,7.0,Москва,2.0,77.9,10.7,21.0,22.0,Косметический,13593550.0
Новостройка,депо,14.0,Москва,2.0,54.7,19.4,13.0,11.0,Косметический,10239840.0
Новостройка,депо,13.0,Москва,2.0,54.7,19.4,19.0,11.0,Косметический,11235380.0
Новостройка,депо,14.0,Москва,2.0,54.7,19.4,2.0,11.0,Косметический,9501390.0
Новостройка,депо,14.0,Москва,1.0,43.1,16.6,2.0,11.0,Косметический,8007980.0
Новостройка,перерва,4.0,Москва,2.0,59.1,10.5,10.0,23.0,Косметический,12517380.0
Новостройка,братиславская,5.0,Москва,2.0,32.0,3.8,4.0,16.0,Косметический,7728000.0
Новостройка,братиславская,5.0,Москва,1.0,32.0,15.9,10.0,16.0,Косметический,8236800.0
Новостройка,братиславская,5.0,Москва,1.0,33.9,10.5,13.0,16.0,Косметический,7935990.0
Новостройка,братиславская,5.0,Москва,1.0,35.6,17.0,2.0,16.0,Косметический,8013560.0
Новостройка,братиславская,5.0,Москва,1.0,35.6,16.4,4.0,16.0,Косметический,8608080.0
Новостройка,братиславская,5.0,Москва,0.0,26.9,6.9,19.0,16.0,Косметический,6652370.0
Новостройка,котельники,9.0,Московская область,0.0,29.0,9.0,2.0,17.0,Косметический,4702500.0
Новостройка,котельники,9.0,Московская область,1.0,39.5,9.8,6.0,17.0,Косметический,6675500.0
Новостройка,котельники,9.0,Московская область,1.0,41.1,9.7,15.0,17.0,Косметический,6987000.0
Новостройка,котельники,9.0,Московская область,1.0,41.1,9.7,23.0,17.0,Косметический,6987000.0
Новостройка,котельники,9.0,Московская область,3.0,74.8,12.8,21.0,17.0,Косметический,8209600.0
Новостройка,котельники,9.0,Московская область,2.0,51.09,13.0,14.0,17.0,Косметический,6539520.0
Новостройка,красногвардейская,12.0,Московская область,3.0,72.42,14.2,5.0,20.0,Косметический,8660238.0
Новостройка,красногвардейская,11.0,Московская область,0.0,21.36,8.4,9.0,20.0,Косметический,3285706.0
Новостройка,жулебино,14.0,Московская область,2.0,33.92,4.7,12.0,14.0,Косметический,4765431.0
Новостройка,красногвардейская,16.0,Московская область,2.0,35.31,3.0,13.0,20.0,Косметический,5118039.0
Новостройка,красногвардейская,16.0,Московская область,2.0,37.66,3.4,11.0,20.0,Косметический,5480242.0
Новостройка,котельники,7.0,Московская область,2.0,56.3,20.9,13.0,17.0,Косметический,7825700.0
Новостройка,котельники,8.0,Московская область,2.0,54.1,11.6,5.0,17.0,Косметический,7454980.0
Новостройка,котельники,8.0,Московская область,1.0,37.7,18.1,4.0,17.0,Косметический,7698340.0
Новостройка,котельники,3.0,Московская область,2.0,60.0,10.5,5.0,17.0,Косметический,9228000.0
Новостройка,котельники,3.0,Московская область,2.0,59.9,21.4,10.0,17.0,Косметический,8457880.0
Новостройка,котельники,3.0,Московская область,2.0,54.1,11.6,4.0,17.0,Косметический,9088800.0
Новостройка,котельники,7.0,Московская область,1.0,39.4,16.9,2.0,17.0,Косметический,6319760.0
Новостройка,котельники,7.0,Московская область,3.0,92.8,21.2,6.0,17.0,Косметический,10412160.0
Новостройка,котельники,17.0,Московская область,2.0,59.1,10.5,10.0,17.0,Косметический,8687700.0
Новостройка,красногвардейская,12.0,Московская область,3.0,72.19,10.3,10.0,20.0,Косметический,8456023.0
Новостройка,царицыно,6.0,Москва,2.0,57.2,10.1,13.0,13.0,Косметический,11950000.0
Новостройка,зябликово,8.0,Московская область,3.0,86.4,13.0,12.0,14.0,Косметический,12800000.0
Новостройка,домодедовская,8.0,Московская область,1.0,34.35,9.5,6.0,15.0,Косметический,6056223.0
Новостройка,домодедовская,15.0,Московская область,1.0,36.31,15.0,7.0,15.0,Косметический,4999000.0
Новостройка,курьяново,16.0,Москва,1.0,39.07,9.9,15.0,25.0,Косметический,9600000.0
Новостройка,зябликово,9.0,Московская область,0.0,24.0,5.2,5.0,14.0,Косметический,4032360.0
Новостройка,красногвардейская,12.0,Московская область,0.0,26.24,8.8,7.0,20.0,Косметический,4045293.0
Новостройка,красногвардейская,11.0,Московская область,0.0,21.36,8.4,16.0,20.0,Косметический,3483841.0
Новостройка,красногвардейская,11.0,Московская область,2.0,37.16,5.0,9.0,20.0,Косметический,4772999.0
Новостройка,красногвардейская,11.0,Московская область,2.0,33.88,6.0,9.0,20.0,Косметический,4369876.0
Новостройка,жулебино,13.0,Московская область,1.0,35.52,10.7,11.0,14.0,Косметический,4882642.0
Новостройка,жулебино,13.0,Московская область,2.0,54.22,13.6,11.0,14.0,Косметический,7009898.0
Новостройка,красногвардейская,17.0,Московская область,2.0,49.13,9.5,12.0,20.0,Косметический,6098690.0
Новостройка,красногвардейская,11.0,Московская область,0.0,25.04,8.7,9.0,20.0,Косметический,3690537.0
Новостройка,красногвардейская,11.0,Московская область,2.0,46.36,5.4,9.0,20.0,Косметический,5752547.0
Новостройка,красногвардейская,11.0,Московская область,3.0,52.88,5.7,15.0,20.0,Косметический,6199513.0
Новостройка,красногвардейская,11.0,Московская область,1.0,35.48,9.8,9.0,20.0,Косметический,4600555.0
